(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900100)(BytesSent 5443)(ElapsedTime 3400)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234bbbb")(ThreadID "1") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900120)(BytesSent 5443)(ElapsedTime 3600)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234baaa")(ThreadID "2") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900130)(BytesSent 5443)(ElapsedTime 3450)(URL "/testing/hello.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234bccc")(ThreadID "3") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900100)(BytesSent 5443)(ElapsedTime 3200)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234ba11")(ThreadID "4") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900140)(BytesSent 5443)(ElapsedTime 3100)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234bb11")(ThreadID "5") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900150)(BytesSent 5443)(ElapsedTime 3220)(URL "/testing/hello.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234bb22")(ThreadID "1") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900110)(BytesSent 5443)(ElapsedTime 3300)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234bb33")(ThreadID "2") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900110)(BytesSent 5443)(ElapsedTime 3330)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234aa1")(ThreadID "3") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900122)(BytesSent 5443)(ElapsedTime 3250)(URL "/testing/index.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234a22")(ThreadID "4") )
(ApplicationRequestLog (IPAddress "129.0.0.1")(Hostname "localhost")(ServerType "Tomcat")(PortNumber 8080)(Timestamp 1269285900100)(BytesSent 5443)(ElapsedTime 3110)(URL "/testing/hello.jsp")(SessionID "abcdefb000000")(RequestHeaders)(RequestParameters)(RequestBody)(StatusCode "200")(StatusMessage)(LogType)(TransactionID "1234a33")(ThreadID "5") )
